sender,receiver,amount,timestamp,tx_type
ACC_0450,ACC_0479,643.9,2024-01-18 07:47:13,withdrawal
ACC_0025,ACC_0465,2795.15,2024-03-20 12:43:09,payment
ACC_0321,ACC_0105,2276.97,2024-03-02 01:37:11,transfer
ACC_0249,ACC_0313,4199.84,2024-03-02 11:18:44,payment
ACC_0358,ACC_0138,108.09,2024-02-23 21:36:09,withdrawal
ACC_0470,ACC_0028,1633.59,2024-02-17 22:01:01,transfer
ACC_0341,ACC_0209,445.57,2024-01-23 20:53:56,transfer
ACC_0048,ACC_0158,836.83,2024-03-16 07:08:38,transfer
ACC_0457,ACC_0274,717.3,2024-02-01 15:11:40,payment
ACC_0081,ACC_0404,1083.36,2024-02-03 03:04:53,withdrawal
ACC_0217,ACC_0075,228401.7,2024-01-05 11:00:34,payment
ACC_0451,ACC_0127,5100.29,2024-02-26 19:34:39,payment
ACC_0257,ACC_0345,135.56,2024-01-04 04:12:32,payment
ACC_0479,ACC_0087,1418.17,2024-03-11 07:57:58,transfer
ACC_0403,ACC_0254,347.59,2024-01-01 00:00:06,transfer
ACC_0218,ACC_0415,810.85,2024-01-23 11:37:27,transfer
ACC_0023,ACC_0484,640.15,2024-02-25 09:43:41,transfer
ACC_0159,ACC_0275,920.8,2024-02-18 21:32:52,payment
ACC_0379,ACC_0475,360.45,2024-02-19 09:25:39,transfer
ACC_0346,ACC_0119,2084.92,2024-01-24 14:45:32,transfer
ACC_0407,ACC_0308,169738.5,2024-01-11 09:16:57,payment
ACC_0373,ACC_0338,494.1,2024-02-24 08:31:13,transfer
ACC_0363,ACC_0049,2751.42,2024-01-08 05:38:46,transfer
ACC_0497,ACC_0329,3347.24,2024-02-20 04:22:49,payment
ACC_0185,ACC_0272,1417.41,2024-01-24 13:02:57,withdrawal
ACC_0348,ACC_0464,450.86,2024-01-12 00:08:43,transfer
ACC_0143,ACC_0418,147.86,2024-03-05 23:45:21,transfer
ACC_0097,ACC_0300,567.68,2024-02-10 01:45:16,transfer
ACC_0100,ACC_0225,755.3,2024-03-17 22:06:45,withdrawal
ACC_0383,ACC_0390,191.22,2024-02-28 17:32:42,transfer
ACC_0366,ACC_0456,782.92,2024-02-03 07:41:36,withdrawal
ACC_0203,ACC_0284,210.14,2024-03-26 13:26:09,payment
ACC_0261,ACC_0228,2726.47,2024-02-14 03:40:27,transfer
ACC_0015,ACC_0231,874.15,2024-02-25 06:40:09,payment
ACC_0025,ACC_0175,3000.19,2024-03-23 21:47:06,transfer
ACC_0409,ACC_0155,649.24,2024-03-10 13:27:12,transfer
ACC_0149,ACC_0098,215291.1,2024-02-20 05:18:05,withdrawal
ACC_0411,ACC_0175,239919.27,2024-03-19 23:21:01,transfer
ACC_0292,ACC_0465,684.65,2024-01-14 10:21:22,payment
ACC_0211,ACC_0172,807.67,2024-01-31 20:01:15,transfer
ACC_0496,ACC_0041,827.05,2024-03-15 23:56:13,payment
ACC_0443,ACC_0349,541.64,2024-02-16 21:18:26,transfer
ACC_0307,ACC_0104,1531.21,2024-02-03 23:54:04,payment
ACC_0099,ACC_0413,560.77,2024-03-09 09:34:03,withdrawal
ACC_0169,ACC_0364,1176.52,2024-01-01 10:47:13,payment
ACC_0332,ACC_0033,672.76,2024-03-30 09:05:36,payment
ACC_0196,ACC_0372,1566.81,2024-03-22 23:52:19,transfer
ACC_0463,ACC_0204,285.87,2024-02-20 21:24:22,transfer
ACC_0157,ACC_0420,2170.65,2024-03-23 02:56:37,transfer
ACC_0197,ACC_0091,1070.48,2024-02-14 05:52:41,withdrawal
ACC_0303,ACC_0035,763.62,2024-02-05 01:00:12,payment
ACC_0233,ACC_0283,940.07,2024-02-10 06:06:55,transfer
ACC_0154,ACC_0290,1646.06,2024-01-11 22:32:48,payment
ACC_0236,ACC_0347,85673.93,2024-03-08 02:35:58,payment
ACC_0291,ACC_0426,399.18,2024-01-08 18:34:55,transfer
ACC_0291,ACC_0391,1112.64,2024-03-07 12:36:43,payment
ACC_0085,ACC_0127,128030.37,2024-01-15 22:28:15,transfer
ACC_0474,ACC_0030,2682.77,2024-03-19 19:35:42,withdrawal
ACC_0089,ACC_0082,1498.22,2024-02-18 21:04:54,transfer
ACC_0016,ACC_0467,4106.28,2024-03-19 08:47:02,payment
ACC_0012,ACC_0193,1026.55,2024-02-20 08:39:46,transfer
ACC_0354,ACC_0253,1133.65,2024-03-21 07:45:58,transfer
ACC_0279,ACC_0321,850.49,2024-01-07 14:59:15,transfer
ACC_0123,ACC_0413,460.06,2024-01-13 13:19:03,transfer
ACC_0166,ACC_0251,5486.26,2024-02-08 01:09:17,payment
ACC_0278,ACC_0461,372.71,2024-03-13 16:05:10,transfer
ACC_0214,ACC_0083,1641.57,2024-03-16 20:43:52,transfer
ACC_0392,ACC_0079,3330.74,2024-02-05 09:52:02,transfer
ACC_0353,ACC_0149,321.88,2024-01-04 01:15:08,transfer
ACC_0167,ACC_0296,993.62,2024-02-11 09:40:51,payment
ACC_0128,ACC_0353,142.5,2024-03-30 02:02:28,payment
ACC_0046,ACC_0266,2831.22,2024-01-16 17:57:07,transfer
ACC_0236,ACC_0391,51965.09,2024-03-10 16:46:22,transfer
ACC_0093,ACC_0495,639.88,2024-01-03 23:08:30,payment
ACC_0266,ACC_0418,100.0,2024-02-21 01:15:29,payment
ACC_0441,ACC_0453,1185.8,2024-03-19 06:31:05,payment
ACC_0283,ACC_0262,1140.02,2024-03-08 14:22:27,transfer
ACC_0459,ACC_0293,119.51,2024-01-29 10:03:04,withdrawal
ACC_0252,ACC_0222,2139.32,2024-01-05 23:49:03,withdrawal
ACC_0420,ACC_0142,713.91,2024-01-15 13:27:00,withdrawal
ACC_0077,ACC_0024,1013.92,2024-02-24 04:55:26,payment
ACC_0177,ACC_0277,138.86,2024-02-16 06:20:38,transfer
ACC_0237,ACC_0058,642.0,2024-01-09 07:53:03,transfer
ACC_0318,ACC_0157,1733.54,2024-01-20 11:55:41,payment
ACC_0356,ACC_0269,1181.57,2024-02-10 20:22:46,payment
ACC_0192,ACC_0354,4596.95,2024-01-07 18:18:04,withdrawal
ACC_0404,ACC_0423,1863.22,2024-02-17 12:01:15,transfer
ACC_0313,ACC_0266,872.63,2024-03-02 03:41:17,withdrawal
ACC_0004,ACC_0246,223.52,2024-02-10 14:30:29,transfer
ACC_0297,ACC_0138,197.87,2024-01-23 00:41:32,payment
ACC_0398,ACC_0091,41855.36,2024-01-02 23:15:21,withdrawal
ACC_0022,ACC_0103,100.0,2024-03-03 09:58:18,transfer
ACC_0238,ACC_0279,707.9,2024-03-09 23:47:28,transfer
ACC_0298,ACC_0054,109.51,2024-03-24 02:21:18,payment
ACC_0304,ACC_0027,3187.09,2024-03-28 16:08:50,payment
ACC_0490,ACC_0028,1218.06,2024-02-11 20:51:32,payment
ACC_0261,ACC_0368,173.75,2024-03-18 10:37:43,transfer
ACC_0225,ACC_0101,1845.27,2024-03-15 09:02:48,payment
ACC_0476,ACC_0324,2628.31,2024-02-17 01:15:49,transfer
ACC_0185,ACC_0095,1834.0,2024-03-11 19:47:34,transfer
ACC_0379,ACC_0122,208.99,2024-02-03 08:29:14,transfer
ACC_0293,ACC_0032,3145.95,2024-03-05 16:57:05,transfer
ACC_0188,ACC_0138,2658.41,2024-02-08 19:38:50,transfer
ACC_0268,ACC_0379,3324.07,2024-02-11 17:14:02,transfer
ACC_0330,ACC_0099,920.48,2024-03-08 07:13:32,transfer
ACC_0342,ACC_0262,111.42,2024-02-17 02:49:46,transfer
ACC_0052,ACC_0417,2197.19,2024-01-12 03:31:51,payment
ACC_0149,ACC_0465,9537.47,2024-03-08 12:16:05,transfer
ACC_0310,ACC_0008,1597.32,2024-01-02 19:45:50,transfer
ACC_0440,ACC_0108,2034.06,2024-01-13 23:20:39,payment
ACC_0200,ACC_0268,1173.46,2024-01-01 02:08:18,transfer
ACC_0157,ACC_0274,134.52,2024-02-12 06:14:21,transfer
ACC_0274,ACC_0204,2558.88,2024-01-03 04:20:07,transfer
ACC_0353,ACC_0063,811.4,2024-03-20 12:43:04,payment
ACC_0490,ACC_0322,3080.39,2024-02-24 22:13:34,transfer
ACC_0195,ACC_0487,118.31,2024-03-19 03:56:18,transfer
ACC_0311,ACC_0062,2512.84,2024-02-04 13:20:09,transfer
ACC_0213,ACC_0498,1158.04,2024-03-01 00:28:13,withdrawal
ACC_0324,ACC_0296,4505.95,2024-01-06 04:25:05,payment
ACC_0306,ACC_0352,207.78,2024-02-16 12:10:15,payment
ACC_0266,ACC_0059,143.89,2024-02-11 01:29:39,transfer
ACC_0127,ACC_0427,143.62,2024-01-26 00:12:45,withdrawal
ACC_0354,ACC_0277,229.47,2024-01-01 16:09:47,payment
ACC_0301,ACC_0029,4709.26,2024-01-23 23:33:16,payment
ACC_0342,ACC_0237,1606.72,2024-02-02 20:47:56,payment
ACC_0288,ACC_0103,3014.6,2024-03-05 15:01:09,payment
ACC_0440,ACC_0393,673.7,2024-02-12 11:04:10,transfer
ACC_0457,ACC_0122,100.0,2024-01-15 00:20:44,transfer
ACC_0493,ACC_0065,406.9,2024-03-14 08:07:55,transfer
ACC_0372,ACC_0209,81439.21,2024-02-18 11:25:32,withdrawal
ACC_0399,ACC_0324,100.0,2024-03-19 18:38:09,payment
ACC_0093,ACC_0073,3136.7,2024-03-12 14:30:32,transfer
ACC_0258,ACC_0344,3446.37,2024-01-15 03:10:30,transfer
ACC_0340,ACC_0457,199416.92,2024-02-29 00:47:30,transfer
ACC_0484,ACC_0371,64659.04,2024-02-23 07:06:21,payment
ACC_0169,ACC_0160,2263.37,2024-01-15 07:12:00,transfer
ACC_0286,ACC_0127,1522.98,2024-02-12 05:19:41,transfer
ACC_0130,ACC_0465,720.59,2024-02-06 00:59:18,payment
ACC_0409,ACC_0340,2219.48,2024-03-04 21:36:07,withdrawal
ACC_0087,ACC_0306,1284.69,2024-03-07 22:33:41,payment
ACC_0049,ACC_0096,1438.57,2024-01-06 23:19:19,transfer
ACC_0481,ACC_0274,236.17,2024-01-19 12:30:47,payment
ACC_0305,ACC_0464,550.64,2024-03-14 23:15:44,payment
ACC_0433,ACC_0281,1072.84,2024-03-15 05:15:56,transfer
ACC_0327,ACC_0427,274.53,2024-03-29 03:09:55,payment
ACC_0320,ACC_0297,972.0,2024-01-26 06:27:18,transfer
ACC_0372,ACC_0198,147701.31,2024-03-10 16:44:33,transfer
ACC_0165,ACC_0039,656.98,2024-01-24 05:29:04,withdrawal
ACC_0146,ACC_0244,598.28,2024-03-09 14:04:39,transfer
ACC_0438,ACC_0354,4674.4,2024-01-23 09:20:38,transfer
ACC_0045,ACC_0217,3342.47,2024-01-22 02:53:31,payment
ACC_0296,ACC_0237,2096.75,2024-01-16 18:02:43,transfer
ACC_0157,ACC_0194,4366.36,2024-01-25 00:34:36,payment
ACC_0320,ACC_0188,2054.26,2024-02-04 00:23:55,transfer
ACC_0032,ACC_0191,246348.46,2024-01-21 17:01:22,payment
ACC_0358,ACC_0308,100.0,2024-01-28 03:31:07,payment
ACC_0092,ACC_0448,2031.97,2024-02-04 04:11:37,payment
ACC_0222,ACC_0223,5682.4,2024-01-19 22:55:46,transfer
ACC_0487,ACC_0157,1116.12,2024-02-27 19:51:21,transfer
ACC_0103,ACC_0443,289.41,2024-03-15 05:56:13,payment
ACC_0324,ACC_0303,442.48,2024-02-25 07:32:57,payment
ACC_0098,ACC_0075,1094.9,2024-02-15 09:23:01,payment
ACC_0134,ACC_0401,422.98,2024-02-09 18:30:22,withdrawal
ACC_0159,ACC_0186,1454.81,2024-03-23 06:04:37,transfer
ACC_0204,ACC_0071,229.18,2024-03-06 20:18:51,transfer
ACC_0265,ACC_0482,1306.19,2024-02-18 12:37:35,withdrawal
ACC_0361,ACC_0005,1084.8,2024-03-22 14:42:13,payment
ACC_0043,ACC_0304,625.51,2024-01-22 11:38:25,transfer
ACC_0110,ACC_0124,948.77,2024-02-29 08:07:07,payment
ACC_0269,ACC_0158,197.74,2024-02-11 19:20:22,payment
ACC_0226,ACC_0399,1953.86,2024-03-23 17:13:41,withdrawal
ACC_0088,ACC_0425,6851.29,2024-01-12 15:03:37,transfer
ACC_0232,ACC_0132,1360.33,2024-01-08 12:29:38,transfer
ACC_0079,ACC_0084,389.64,2024-01-05 21:03:45,payment
ACC_0479,ACC_0145,1864.73,2024-02-27 16:26:33,transfer
ACC_0355,ACC_0323,566.12,2024-01-03 02:54:12,transfer
ACC_0468,ACC_0340,1502.0,2024-01-23 23:12:10,payment
ACC_0002,ACC_0225,809.52,2024-01-14 15:09:00,payment
ACC_0079,ACC_0405,643.39,2024-01-25 08:31:08,transfer
ACC_0459,ACC_0166,535.72,2024-03-12 04:13:52,transfer
ACC_0227,ACC_0341,1337.1,2024-01-18 08:53:46,transfer
ACC_0312,ACC_0344,3575.63,2024-01-12 04:54:24,withdrawal
ACC_0213,ACC_0269,100.0,2024-01-09 20:21:49,payment
ACC_0253,ACC_0380,4513.09,2024-02-20 15:08:32,payment
ACC_0028,ACC_0019,100.0,2024-02-03 21:19:25,withdrawal
ACC_0035,ACC_0031,422.64,2024-02-06 12:31:22,payment
ACC_0319,ACC_0033,1415.93,2024-03-05 01:18:32,transfer
ACC_0168,ACC_0000,5087.26,2024-01-28 01:40:59,transfer
ACC_0176,ACC_0197,397.63,2024-01-17 18:03:34,transfer
ACC_0426,ACC_0028,1037.59,2024-02-11 22:09:01,withdrawal
ACC_0156,ACC_0060,379.09,2024-03-27 19:01:57,payment
ACC_0038,ACC_0300,4291.34,2024-01-21 20:28:57,transfer
ACC_0048,ACC_0270,664.21,2024-01-07 21:32:22,withdrawal
ACC_0329,ACC_0335,1357.66,2024-02-20 07:51:31,payment
ACC_0492,ACC_0170,3612.17,2024-01-04 14:47:31,transfer
ACC_0348,ACC_0002,747.13,2024-02-26 05:55:21,transfer
ACC_0468,ACC_0407,409.79,2024-02-14 05:40:06,transfer
ACC_0495,ACC_0040,3584.19,2024-01-14 03:26:40,transfer
ACC_0432,ACC_0287,408.57,2024-01-26 22:46:05,transfer
ACC_0122,ACC_0276,2651.27,2024-01-20 11:05:07,transfer
ACC_0323,ACC_0128,385.71,2024-02-19 22:49:19,transfer
ACC_0284,ACC_0465,679.98,2024-01-28 20:57:39,withdrawal
ACC_0461,ACC_0370,1560.99,2024-02-28 10:41:16,transfer
ACC_0042,ACC_0001,213.29,2024-01-20 00:50:38,transfer
ACC_0054,ACC_0313,1213.32,2024-02-01 15:40:37,payment
ACC_0487,ACC_0295,304.28,2024-03-17 17:13:09,transfer
ACC_0373,ACC_0305,740.59,2024-01-02 04:03:56,transfer
ACC_0417,ACC_0137,3817.74,2024-01-04 00:48:57,payment
ACC_0379,ACC_0094,100.0,2024-01-13 12:15:03,payment
ACC_0173,ACC_0241,2903.2,2024-01-22 10:01:10,payment
ACC_0056,ACC_0183,1396.09,2024-01-09 23:51:09,transfer
ACC_0224,ACC_0477,1404.39,2024-01-22 20:08:02,transfer
ACC_0177,ACC_0328,2052.6,2024-03-21 20:13:15,withdrawal
ACC_0393,ACC_0149,394.36,2024-03-20 09:13:57,transfer
ACC_0278,ACC_0140,334.61,2024-03-13 04:07:07,transfer
ACC_0060,ACC_0485,411.76,2024-02-07 05:31:12,transfer
ACC_0135,ACC_0337,3117.23,2024-01-04 08:35:24,transfer
ACC_0404,ACC_0154,1492.1,2024-01-18 13:01:50,transfer
ACC_0021,ACC_0079,244.68,2024-03-03 15:36:40,transfer
ACC_0420,ACC_0169,277.1,2024-02-14 22:38:01,payment
ACC_0094,ACC_0172,137.48,2024-03-26 15:19:52,withdrawal
ACC_0156,ACC_0297,2287.23,2024-03-03 02:39:22,payment
ACC_0354,ACC_0277,1323.87,2024-03-14 18:47:31,payment
ACC_0071,ACC_0161,100.0,2024-02-12 16:57:14,transfer
ACC_0016,ACC_0051,393.07,2024-01-09 11:32:11,payment
ACC_0015,ACC_0314,296.99,2024-01-04 10:10:41,transfer
ACC_0045,ACC_0231,1634.51,2024-02-01 17:55:44,payment
ACC_0272,ACC_0245,756.31,2024-01-01 21:48:42,payment
ACC_0483,ACC_0478,1147.49,2024-02-14 17:28:33,transfer
ACC_0067,ACC_0471,718.47,2024-02-10 03:29:30,withdrawal
ACC_0127,ACC_0042,134.52,2024-03-05 16:22:10,transfer
ACC_0102,ACC_0012,1066.65,2024-01-29 20:39:13,withdrawal
ACC_0035,ACC_0402,909.47,2024-03-25 07:43:05,payment
ACC_0218,ACC_0145,306.47,2024-01-18 07:41:18,transfer
ACC_0368,ACC_0048,78150.17,2024-01-08 16:48:16,transfer
ACC_0486,ACC_0217,2877.4,2024-01-13 18:14:03,payment
ACC_0400,ACC_0100,598.76,2024-03-17 05:14:53,payment
ACC_0443,ACC_0253,1616.88,2024-01-07 01:44:31,transfer
ACC_0472,ACC_0346,479.69,2024-01-03 08:35:42,transfer
ACC_0093,ACC_0175,637.44,2024-02-20 15:31:18,transfer
ACC_0441,ACC_0451,1031.43,2024-02-16 20:51:52,payment
ACC_0187,ACC_0078,1195.1,2024-03-03 21:16:24,payment
ACC_0251,ACC_0414,982.04,2024-03-12 14:20:03,payment
ACC_0164,ACC_0196,100.0,2024-02-17 06:54:24,transfer
ACC_0058,ACC_0011,1186.45,2024-01-30 14:31:05,transfer
ACC_0282,ACC_0280,2392.75,2024-02-20 18:44:24,payment
ACC_0338,ACC_0430,339.54,2024-01-29 15:01:06,payment
ACC_0431,ACC_0298,940.51,2024-03-03 00:55:14,payment
ACC_0165,ACC_0164,722.96,2024-02-28 06:24:26,transfer
ACC_0001,ACC_0446,100.0,2024-03-19 02:51:45,transfer
ACC_0427,ACC_0181,2529.86,2024-02-15 15:39:25,transfer
ACC_0329,ACC_0457,876.51,2024-01-27 17:46:32,transfer
ACC_0477,ACC_0069,2525.75,2024-03-18 23:09:20,payment
ACC_0258,ACC_0101,171469.23,2024-03-27 21:08:33,withdrawal
ACC_0274,ACC_0261,908.58,2024-02-09 12:49:39,transfer
ACC_0198,ACC_0349,4160.46,2024-02-28 10:53:08,payment
ACC_0014,ACC_0431,100.0,2024-03-24 10:10:10,transfer
ACC_0038,ACC_0345,184.63,2024-03-17 15:12:26,payment
ACC_0034,ACC_0220,226845.74,2024-02-17 02:35:43,withdrawal
ACC_0408,ACC_0406,4119.26,2024-02-03 05:00:17,payment
ACC_0125,ACC_0361,4283.6,2024-01-10 01:45:09,transfer
ACC_0270,ACC_0255,297.68,2024-02-12 13:56:37,transfer
ACC_0149,ACC_0217,196803.28,2024-02-25 19:16:05,transfer
ACC_0032,ACC_0425,215261.54,2024-02-14 22:23:08,payment
ACC_0171,ACC_0054,100.0,2024-02-06 05:38:38,payment
ACC_0338,ACC_0043,1634.55,2024-03-03 06:40:15,payment
ACC_0462,ACC_0363,1805.45,2024-02-20 15:03:38,withdrawal
ACC_0224,ACC_0123,137.58,2024-01-14 14:21:39,transfer
ACC_0280,ACC_0221,100.0,2024-01-30 00:15:06,payment
ACC_0157,ACC_0132,234.36,2024-01-05 05:39:53,transfer
ACC_0020,ACC_0050,1822.28,2024-03-20 02:34:21,payment
ACC_0349,ACC_0378,1039.34,2024-03-25 10:20:20,payment
ACC_0410,ACC_0406,100.0,2024-02-20 07:57:47,transfer
ACC_0079,ACC_0495,2608.34,2024-01-27 14:27:49,withdrawal
ACC_0468,ACC_0015,2074.61,2024-01-02 20:09:24,transfer
ACC_0235,ACC_0394,2175.59,2024-02-04 18:47:25,payment
ACC_0144,ACC_0045,732.62,2024-03-12 08:55:29,transfer
ACC_0241,ACC_0155,3748.28,2024-03-14 10:07:34,transfer
ACC_0219,ACC_0396,748.51,2024-02-19 17:02:19,payment
ACC_0344,ACC_0216,2055.87,2024-02-08 14:48:33,withdrawal
ACC_0454,ACC_0147,949.03,2024-02-20 18:52:47,payment
ACC_0040,ACC_0419,766.02,2024-02-19 06:06:49,payment
ACC_0349,ACC_0109,2150.26,2024-03-01 21:00:38,transfer
ACC_0308,ACC_0249,5000.06,2024-03-30 08:09:12,withdrawal
ACC_0001,ACC_0264,1684.67,2024-02-24 21:39:10,payment
ACC_0115,ACC_0358,3211.84,2024-01-31 14:24:00,withdrawal
ACC_0196,ACC_0450,1717.47,2024-02-07 06:17:58,transfer
ACC_0305,ACC_0322,1184.58,2024-01-03 16:05:47,transfer
ACC_0283,ACC_0214,1758.9,2024-03-13 21:27:46,transfer
ACC_0259,ACC_0479,3072.1,2024-01-12 04:07:37,withdrawal
ACC_0493,ACC_0222,2324.13,2024-03-23 16:50:42,payment
ACC_0424,ACC_0086,2011.41,2024-03-13 21:16:13,payment
ACC_0382,ACC_0304,100.0,2024-03-19 03:23:47,transfer
ACC_0399,ACC_0252,861.81,2024-03-02 02:52:46,transfer
ACC_0054,ACC_0189,184.3,2024-03-16 09:15:12,transfer
ACC_0489,ACC_0008,1107.99,2024-01-01 07:50:50,payment
ACC_0082,ACC_0149,662.73,2024-03-12 13:53:55,payment
ACC_0406,ACC_0077,726.93,2024-01-31 17:27:22,payment
ACC_0444,ACC_0270,827.52,2024-03-20 17:31:10,transfer
ACC_0326,ACC_0235,691.75,2024-03-28 17:43:46,transfer
ACC_0498,ACC_0122,1452.42,2024-03-17 16:14:40,payment
ACC_0140,ACC_0172,1215.05,2024-01-26 05:36:25,payment
ACC_0146,ACC_0469,516.19,2024-02-14 20:16:58,payment
ACC_0214,ACC_0257,2034.34,2024-02-24 09:02:41,withdrawal
ACC_0251,ACC_0444,1542.89,2024-01-17 14:24:11,payment
ACC_0392,ACC_0430,210.45,2024-02-20 21:30:15,transfer
ACC_0418,ACC_0089,326.15,2024-03-09 13:48:29,transfer
ACC_0444,ACC_0222,1764.31,2024-02-23 19:56:15,payment
ACC_0193,ACC_0211,1967.1,2024-01-24 02:25:11,transfer
ACC_0022,ACC_0382,526.69,2024-02-26 09:02:17,payment
ACC_0200,ACC_0199,8336.66,2024-03-23 08:41:56,transfer
ACC_0057,ACC_0242,737.23,2024-02-04 23:12:08,payment
ACC_0146,ACC_0030,2143.09,2024-01-30 12:38:01,transfer
ACC_0130,ACC_0022,1144.31,2024-01-28 23:47:38,transfer
ACC_0475,ACC_0340,285.85,2024-01-26 19:33:53,payment
ACC_0493,ACC_0110,3309.93,2024-03-10 12:11:35,transfer
ACC_0002,ACC_0123,1337.05,2024-01-23 04:23:16,transfer
ACC_0178,ACC_0328,429.8,2024-02-16 14:01:17,withdrawal
ACC_0307,ACC_0458,3759.26,2024-02-24 05:31:21,transfer
ACC_0176,ACC_0079,827.56,2024-01-26 14:18:22,payment
ACC_0482,ACC_0122,1243.8,2024-01-25 23:25:26,payment
ACC_0201,ACC_0334,2298.07,2024-03-10 19:21:41,payment
ACC_0442,ACC_0457,202.28,2024-02-27 20:17:46,transfer
ACC_0376,ACC_0482,3436.43,2024-03-10 15:11:33,payment
ACC_0207,ACC_0152,2386.57,2024-01-06 13:30:49,transfer
ACC_0131,ACC_0402,1083.22,2024-02-28 01:46:06,transfer
ACC_0138,ACC_0056,663.3,2024-03-14 10:12:00,transfer
ACC_0335,ACC_0377,775.66,2024-01-22 07:31:36,transfer
ACC_0194,ACC_0215,875.77,2024-03-18 07:49:31,transfer
ACC_0455,ACC_0154,556.28,2024-03-09 13:58:25,transfer
ACC_0158,ACC_0251,1321.12,2024-01-15 06:25:29,withdrawal
ACC_0267,ACC_0028,296.21,2024-03-23 06:38:08,withdrawal
ACC_0454,ACC_0123,524.48,2024-03-02 03:36:49,transfer
ACC_0169,ACC_0105,401.44,2024-03-28 06:29:15,payment
ACC_0189,ACC_0441,3690.79,2024-02-02 09:27:16,transfer
ACC_0018,ACC_0172,5508.42,2024-03-11 13:47:20,transfer
ACC_0439,ACC_0462,825.3,2024-02-21 10:28:26,transfer
ACC_0030,ACC_0368,358.24,2024-03-30 03:46:01,transfer
ACC_0212,ACC_0045,257.03,2024-01-17 14:27:31,transfer
ACC_0185,ACC_0476,2840.43,2024-02-01 12:46:12,transfer
ACC_0190,ACC_0118,165.62,2024-02-24 00:35:25,payment
ACC_0118,ACC_0375,1991.87,2024-01-26 12:14:36,transfer
ACC_0149,ACC_0241,107791.63,2024-01-03 05:31:12,withdrawal
ACC_0043,ACC_0122,1595.1,2024-03-29 20:01:42,transfer
ACC_0342,ACC_0040,1793.08,2024-01-14 18:41:48,payment
ACC_0407,ACC_0219,183681.67,2024-03-05 11:08:08,payment
ACC_0433,ACC_0478,2065.64,2024-03-30 07:15:14,withdrawal
ACC_0448,ACC_0416,182701.31,2024-02-06 22:32:46,withdrawal
ACC_0400,ACC_0294,1337.17,2024-02-12 18:26:52,payment
ACC_0338,ACC_0425,2361.17,2024-03-06 00:10:40,payment
ACC_0409,ACC_0427,887.29,2024-03-27 13:40:26,payment
ACC_0050,ACC_0378,3239.27,2024-01-20 01:32:38,payment
ACC_0453,ACC_0330,175.5,2024-02-22 02:58:15,withdrawal
ACC_0110,ACC_0127,481.94,2024-03-27 07:23:49,transfer
ACC_0397,ACC_0322,47645.62,2024-01-20 00:10:42,withdrawal
ACC_0402,ACC_0255,279.36,2024-01-11 01:25:21,transfer
ACC_0358,ACC_0430,100.0,2024-03-19 21:00:45,transfer
ACC_0428,ACC_0042,1178.7,2024-03-09 04:08:24,payment
ACC_0225,ACC_0315,1333.02,2024-02-11 19:32:29,transfer
ACC_0141,ACC_0139,404.35,2024-01-22 06:57:04,withdrawal
ACC_0082,ACC_0238,168.84,2024-01-30 10:08:45,transfer
ACC_0401,ACC_0029,1036.77,2024-03-16 00:34:07,transfer
ACC_0256,ACC_0111,1215.08,2024-02-29 14:01:37,withdrawal
ACC_0185,ACC_0480,1718.28,2024-02-29 13:05:54,payment
ACC_0408,ACC_0177,3542.17,2024-02-14 05:12:56,transfer
ACC_0404,ACC_0379,3818.19,2024-02-29 11:09:22,payment
ACC_0042,ACC_0139,454.69,2024-03-24 23:14:12,payment
ACC_0344,ACC_0463,2195.51,2024-02-17 11:50:03,transfer
ACC_0063,ACC_0310,221.1,2024-03-03 19:59:32,transfer
ACC_0004,ACC_0011,497.09,2024-01-10 00:55:00,payment
ACC_0281,ACC_0272,2326.21,2024-02-28 09:38:58,transfer
ACC_0007,ACC_0136,4387.38,2024-01-25 14:02:54,transfer
ACC_0103,ACC_0253,100.0,2024-01-17 00:55:36,transfer
ACC_0226,ACC_0333,1698.86,2024-02-25 12:23:43,payment
ACC_0467,ACC_0468,799.22,2024-02-21 02:21:11,payment
ACC_0110,ACC_0030,1937.29,2024-01-28 21:36:26,transfer
ACC_0195,ACC_0039,366.64,2024-01-26 04:25:26,payment
ACC_0316,ACC_0384,1209.5,2024-01-10 15:03:56,transfer
ACC_0269,ACC_0274,2017.45,2024-03-06 01:32:14,transfer
ACC_0064,ACC_0163,1090.68,2024-02-27 04:57:09,transfer
ACC_0312,ACC_0211,866.76,2024-02-25 21:11:27,transfer
ACC_0142,ACC_0145,951.71,2024-03-05 02:54:17,transfer
ACC_0342,ACC_0380,909.59,2024-03-12 13:15:33,payment
ACC_0431,ACC_0321,866.98,2024-01-07 08:29:18,withdrawal
ACC_0304,ACC_0444,2590.91,2024-02-15 18:01:24,payment
ACC_0257,ACC_0118,1025.17,2024-02-17 14:38:15,transfer
ACC_0212,ACC_0468,766.28,2024-02-03 00:09:54,payment
ACC_0131,ACC_0109,3406.65,2024-01-14 00:20:12,payment
ACC_0218,ACC_0217,578.64,2024-01-08 07:54:56,transfer
ACC_0443,ACC_0337,183.75,2024-01-20 20:16:59,transfer
ACC_0474,ACC_0139,270.01,2024-02-20 17:49:14,payment
ACC_0334,ACC_0233,860.66,2024-03-16 20:39:53,transfer
ACC_0101,ACC_0408,100.0,2024-01-11 18:56:20,withdrawal
ACC_0071,ACC_0009,898.46,2024-02-02 03:06:40,withdrawal
